author_type,doc_id,noun_phrase,root_text,pre_nom,post_nom,start_idx,end_idx,root_idx,np_len,n_pre,n_post
chatgpt,chatgpt-200-1_070,individuals,individuals,NA,NA,6,6,6,1,0,0
chatgpt,chatgpt-200-1_070,informed decisions about their personal finances,decisions,JJ,IN,9,14,10,6,1,4
chatgpt,chatgpt-200-1_070,This research project,project,NN,NA,16,18,18,3,2,0
chatgpt,chatgpt-200-1_070,the relationship between financial literacy and saving behavior,relationship,DT,IN,22,29,23,8,1,6
chatgpt,chatgpt-200-1_070,a survey,survey,DT,NA,33,34,34,2,1,0
chatgpt,chatgpt-200-1_070,"data on financial knowledge, saving habits, and economic indicators",data,NA,IN,37,47,37,9,0,8
chatgpt,chatgpt-200-1_070,we,we,NA,NA,49,49,49,1,0,0
chatgpt,chatgpt-200-1_070,significance testing,testing,NN,NA,52,53,53,2,1,0
chatgpt,chatgpt-200-1_070,the associations between financial literacy levels and savings rates,associations,DT,IN,56,64,57,9,1,7
chatgpt,chatgpt-200-1_071,The rise of remote work,rise,DT,IN,1,5,2,5,1,3
chatgpt,chatgpt-200-1_071,a paradigm shift,shift,NN,NA,9,11,11,3,2,0
chatgpt,chatgpt-200-1_071,the way people work and collaborate,way,DT,NNS,13,18,14,6,1,4
chatgpt,chatgpt-200-1_071,This research project,project,NN,NA,20,22,22,3,2,0
chatgpt,chatgpt-200-1_071,the effects of remote work on employee job satisfaction and work-life balance,effects,DT,IN,26,39,27,13,1,11
chatgpt,chatgpt-200-1_071,employee surveys,surveys,NN,NA,43,44,44,2,1,0
chatgpt,chatgpt-200-1_071,we,we,NA,NA,57,57,57,1,0,0
chatgpt,chatgpt-200-1_071,significance testing,testing,NN,NA,60,61,61,2,1,0
chatgpt,chatgpt-200-1_071,employees who work,employees,NA,WP,65,67,65,3,0,2
chatgpt,chatgpt-200-1_071,higher job satisfaction,satisfaction,NN,NA,70,72,72,3,2,0
chatgpt,chatgpt-200-1_071,those working in traditional office settings,those,NA,VBG,81,86,81,6,0,5
chatgpt,chatgpt-200-1_071,The findings of this study,findings,DT,IN,88,92,89,5,1,3
chatgpt,chatgpt-200-1_071,insights into the benefits and challenges of remote work,insights,NA,IN,95,103,95,9,0,8
chatgpt,chatgpt-200-1_071,organizations,organizations,NA,NA,106,106,106,1,0,0
chatgpt,chatgpt-200-1_071,effective remote work policies and practices,policies,NN,CC,109,114,112,6,3,2
chatgpt,chatgpt-200-1_071,employee well-being and productivity,being,HYPH,CC,117,122,120,5,2,2
chatgpt,chatgpt-200-1_072,Workplace diversity and inclusion,diversity,NN,CC,1,4,2,4,1,2
chatgpt,chatgpt-200-1_072,significant attention,attention,JJ,NA,7,8,8,2,1,0
chatgpt,chatgpt-200-1_072,their potential benefits in organizational performance and employee satisfaction,benefits,JJ,IN,10,18,12,9,2,6
chatgpt,chatgpt-200-1_072,This research project,project,NN,NA,20,22,22,3,2,0
chatgpt,chatgpt-200-1_072,the impact of diversity training programs on employee attitudes and behaviors,impact,DT,IN,26,36,27,11,1,9
chatgpt,chatgpt-200-1_072,employee surveys,surveys,NN,NA,40,41,41,2,1,0
chatgpt,chatgpt-200-1_072,we,we,NA,NA,53,53,53,1,0,0
chatgpt,chatgpt-200-1_072,significance testing,testing,NN,NA,56,57,57,2,1,0
chatgpt,chatgpt-200-1_072,employees who undergo diversity training,employees,NA,WP,61,65,61,5,0,4
chatgpt,chatgpt-200-1_072,more positive attitudes towards diversity,attitudes,JJ,IN,67,71,69,5,2,2
chatgpt,chatgpt-200-1_072,those without training,those,NA,IN,83,85,83,3,0,2
chatgpt,chatgpt-200-1_072,The findings of this study,findings,DT,IN,87,91,88,5,1,3
chatgpt,chatgpt-200-1_072,insights into the effectiveness of diversity training initiatives,insights,NA,IN,94,101,94,8,0,7
chatgpt,chatgpt-200-1_072,organizations,organizations,NA,NA,104,104,104,1,0,0
chatgpt,chatgpt-200-1_072,inclusive work environments,environments,NN,NA,107,109,109,3,2,0
chatgpt,chatgpt-200-1_073,The prevalence of online dating platforms,prevalence,DT,IN,1,6,2,6,1,4
chatgpt,chatgpt-200-1_073,the landscape of romantic relationships,landscape,DT,IN,9,13,10,5,1,3
chatgpt,chatgpt-200-1_073,This research project,project,NN,NA,15,17,17,3,2,0
chatgpt,chatgpt-200-1_073,the role of online dating in relationship satisfaction,role,DT,IN,21,28,22,8,1,6
chatgpt,chatgpt-200-1_073,"survey data on relationship quality, communication patterns, and online dating usage",data,NN,IN,32,44,33,11,1,9
chatgpt,chatgpt-200-1_073,we,we,NA,NA,46,46,46,1,0,0
chatgpt,chatgpt-200-1_073,significance testing,testing,NN,NA,49,50,50,2,1,0
chatgpt,chatgpt-200-1_073,individuals who meet their partners through online dating experience similar levels of relationship satisfaction,individuals,NA,WP,54,67,54,14,0,13
chatgpt,chatgpt-200-1_073,those who meet through traditional means,those,NA,WP,70,75,70,6,0,5
chatgpt,chatgpt-200-1_073,The findings of this study,findings,DT,IN,77,81,78,5,1,3
chatgpt,chatgpt-200-1_073,insights into the impact of online dating on relationship dynamics,insights,NA,IN,84,93,84,10,0,9
chatgpt,chatgpt-200-1_073,individuals seeking romantic connections in the digital age,individuals,NA,VBG,96,103,96,8,0,7
chatgpt,chatgpt-200-1_074,Social media platforms,platforms,NNS,NA,1,3,3,3,2,0
chatgpt,chatgpt-200-1_074,the way people communicate and interact with one another,way,DT,NNS,6,14,7,9,1,7
chatgpt,chatgpt-200-1_074,This research project,project,NN,NA,16,18,18,3,2,0
chatgpt,chatgpt-200-1_074,the impact of social media usage on mental health and well-being,impact,DT,IN,22,34,23,12,1,10
chatgpt,chatgpt-200-1_074,"survey data, psychological assessments, and social media usage patterns",data,NN,JJ,38,48,39,9,1,7
chatgpt,chatgpt-200-1_074,we,we,NA,NA,50,50,50,1,0,0
chatgpt,chatgpt-200-1_074,significance testing,testing,NN,NA,53,54,54,2,1,0
chatgpt,chatgpt-200-1_074,higher levels of social media usage,levels,JJR,IN,58,63,59,6,1,4
chatgpt,chatgpt-200-1_074,"increased levels of stress, anxiety, and depression",levels,VBN,IN,67,75,68,7,1,5
chatgpt,chatgpt-200-1_074,The findings of this study,findings,DT,IN,77,81,78,5,1,3
chatgpt,chatgpt-200-1_074,insights into the potential effects of social media on mental health,insights,NA,IN,84,94,84,11,0,10
chatgpt,chatgpt-200-1_074,individuals and mental health professionals,individuals,NA,CC,97,101,97,5,0,4
chatgpt,chatgpt-200-1_074,healthier online behaviors,behaviors,JJ,NA,104,106,106,3,2,0
chatgpt,chatgpt-200-1_075,Consumer trust,trust,NN,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_075,the success of businesses,success,DT,IN,6,9,7,4,1,2
chatgpt,chatgpt-200-1_075,the digital age where data privacy and security are paramount concerns,age,JJ,WRB,13,23,15,11,2,8
chatgpt,chatgpt-200-1_075,This research project,project,NN,NA,25,27,27,3,2,0
chatgpt,chatgpt-200-1_075,the impact of data privacy practices on consumer trust in online businesses,impact,DT,IN,31,42,32,12,1,10
chatgpt,chatgpt-200-1_075,"consumer surveys, privacy policy assessments, and online purchasing behavior",surveys,NN,NN,46,56,47,9,1,7
chatgpt,chatgpt-200-1_075,we,we,NA,NA,58,58,58,1,0,0
chatgpt,chatgpt-200-1_075,significance testing,testing,NN,NA,61,62,62,2,1,0
chatgpt,chatgpt-200-1_075,businesses with robust data privacy practices,businesses,NA,IN,66,71,66,6,0,5
chatgpt,chatgpt-200-1_075,higher levels of consumer trust,levels,JJR,IN,73,77,74,5,1,3
chatgpt,chatgpt-200-1_075,customers,customers,NA,NA,86,86,86,1,0,0
chatgpt,chatgpt-200-1_075,those with weaker privacy measures,those,NA,IN,89,93,89,5,0,4
chatgpt,chatgpt-200-1_075,The findings of this study,findings,DT,IN,95,99,96,5,1,3
chatgpt,chatgpt-200-1_075,insights,insights,NA,NA,102,102,102,1,0,0
chatgpt,chatgpt-200-1_075,the importance of data privacy in building consumer trust and guide businesses in developing effective privacy strategies,importance,DT,IN,104,120,105,17,1,15
chatgpt,chatgpt-200-1_076,Workplace safety,safety,NN,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_076,a critical aspect of employee well-being and organizational productivity,aspect,JJ,IN,4,14,6,10,2,7
chatgpt,chatgpt-200-1_076,This research project,project,NN,NA,16,18,18,3,2,0
chatgpt,chatgpt-200-1_076,the relationship between safety climate and occupational injuries,relationship,DT,IN,22,29,23,8,1,6
chatgpt,chatgpt-200-1_076,incident reports,reports,NN,NA,33,34,34,2,1,0
chatgpt,chatgpt-200-1_076,"safety training records, and employee surveys",records,NN,CC,36,42,38,6,2,3
chatgpt,chatgpt-200-1_076,we,we,NA,NA,44,44,44,1,0,0
chatgpt,chatgpt-200-1_076,significance testing,testing,NN,NA,47,48,48,2,1,0
chatgpt,chatgpt-200-1_076,a positive safety climate,climate,NN,NA,52,55,55,4,3,0
chatgpt,chatgpt-200-1_076,lower rates of occupational injuries and accidents,rates,JJR,IN,59,65,60,7,1,5
chatgpt,chatgpt-200-1_076,The findings of this study,findings,DT,IN,67,71,68,5,1,3
chatgpt,chatgpt-200-1_076,insights into the impact of safety culture on workplace safety outcomes,insights,NA,IN,74,84,74,11,0,10
chatgpt,chatgpt-200-1_076,organizations,organizations,NA,NA,87,87,87,1,0,0
chatgpt,chatgpt-200-1_076,effective safety management strategies,strategies,NN,NA,90,93,93,4,3,0
chatgpt,chatgpt-200-1_077,Quality management,management,JJ,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_077,a crucial aspect of organizational excellence and customer satisfaction,aspect,JJ,IN,4,12,6,9,2,6
chatgpt,chatgpt-200-1_077,This research project,project,NN,NA,14,16,16,3,2,0
chatgpt,chatgpt-200-1_077,the impact of total quality management  practices on organizational performance,impact,DT,IN,20,32,21,10,1,8
chatgpt,chatgpt-200-1_077,performance metrics,metrics,NN,NA,36,37,37,2,1,0
chatgpt,chatgpt-200-1_077,we,we,NA,NA,47,47,47,1,0,0
chatgpt,chatgpt-200-1_077,significance testing,testing,NN,NA,50,51,51,2,1,0
chatgpt,chatgpt-200-1_077,companies that implement TQM practices,companies,NA,WDT,55,59,55,5,0,4
chatgpt,chatgpt-200-1_077,"higher levels of operational efficiency, customer satisfaction",levels,JJR,IN,61,68,62,7,1,5
chatgpt,chatgpt-200-1_077,overall performance,performance,JJ,NA,71,72,72,2,1,0
chatgpt,chatgpt-200-1_077,those that do not prioritize TQM,those,NA,WDT,75,80,75,6,0,5
chatgpt,chatgpt-200-1_077,The findings of this study,findings,DT,IN,82,86,83,5,1,3
chatgpt,chatgpt-200-1_077,insights into the benefits of TQM,insights,NA,IN,89,94,89,6,0,5
chatgpt,chatgpt-200-1_077,organizations,organizations,NA,NA,97,97,97,1,0,0
chatgpt,chatgpt-200-1_077,effective quality management strategies,strategies,NN,NA,100,103,103,4,3,0
chatgpt,chatgpt-200-1_078,The healthcare industry,industry,NN,NA,1,3,3,3,2,0
chatgpt,chatgpt-200-1_078,advancements in medical technology,advancements,NA,IN,8,11,8,4,0,3
chatgpt,chatgpt-200-1_078,This research project,project,NN,NA,13,15,15,3,2,0
chatgpt,chatgpt-200-1_078,the impact of telemedicine,impact,DT,IN,19,22,20,4,1,2
chatgpt,chatgpt-200-1_078,patient access to healthcare services,access,JJ,IN,24,28,25,5,1,3
chatgpt,chatgpt-200-1_078,patient data,data,JJ,NA,32,33,33,2,1,0
chatgpt,chatgpt-200-1_078,we,we,NA,NA,44,44,44,1,0,0
chatgpt,chatgpt-200-1_078,significance testing,testing,NN,NA,47,48,48,2,1,0
chatgpt,chatgpt-200-1_078,the implementation of telemedicine services,implementation,DT,IN,52,56,53,5,1,3
chatgpt,chatgpt-200-1_078,improved access to healthcare and increased patient satisfaction,access,VBN,IN,59,66,60,8,1,6
chatgpt,chatgpt-200-1_078,traditional in-person care,care,NN,NA,69,73,73,4,3,0
chatgpt,chatgpt-200-1_078,The findings of this study,findings,DT,IN,75,79,76,5,1,3
chatgpt,chatgpt-200-1_078,insights into the effectiveness of telemedicine in healthcare delivery,insights,NA,IN,82,90,82,9,0,8
chatgpt,chatgpt-200-1_078,healthcare providers and policymakers,providers,NN,CC,93,96,94,4,1,2
chatgpt,chatgpt-200-1_078,telemedicine strategies,strategies,NN,NA,99,100,100,2,1,0
chatgpt,chatgpt-200-1_079,Consumer behavior,behavior,NN,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_079,a significant role in shaping market trends and business strategies,role,JJ,IN,4,13,6,10,2,7
chatgpt,chatgpt-200-1_079,This research project,project,NN,NA,15,17,17,3,2,0
chatgpt,chatgpt-200-1_079,the influence of social media marketing on consumer purchasing decisions,influence,DT,IN,21,30,22,10,1,8
chatgpt,chatgpt-200-1_079,"consumer surveys, social media engagement metrics, and purchase behavior records",surveys,NN,JJ,34,45,35,10,1,8
chatgpt,chatgpt-200-1_079,we,we,NA,NA,47,47,47,1,0,0
chatgpt,chatgpt-200-1_079,significance testing,testing,NN,NA,50,51,51,2,1,0
chatgpt,chatgpt-200-1_079,consumers who are exposed to social media marketing exhibit higher purchase intent and increased brand loyalty,consumers,NA,WP,55,70,55,16,0,15
chatgpt,chatgpt-200-1_079,those who are not exposed to such marketing efforts,those,NA,WP,73,81,73,9,0,8
chatgpt,chatgpt-200-1_079,The findings of this study,findings,DT,IN,83,87,84,5,1,3
chatgpt,chatgpt-200-1_079,insights into the effectiveness of social media marketing strategies,insights,NA,IN,90,98,90,9,0,8
chatgpt,chatgpt-200-1_079,businesses,businesses,NA,NA,101,101,101,1,0,0
chatgpt,chatgpt-200-1_079,their digital marketing campaigns,campaigns,NN,NA,104,107,107,4,3,0
chatgpt,chatgpt-200-1_080,Climate change,change,NN,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_080,the most pressing challenges facing our planet today,challenges,JJ,VBG,6,13,9,8,3,4
chatgpt,chatgpt-200-1_080,This research project,project,NN,NA,15,17,17,3,2,0
chatgpt,chatgpt-200-1_080,the impact of renewable energy adoption on carbon emissions reduction,impact,DT,IN,21,30,22,10,1,8
chatgpt,chatgpt-200-1_080,energy consumption data,data,NN,NA,34,36,36,3,2,0
chatgpt,chatgpt-200-1_080,we,we,NA,NA,48,48,48,1,0,0
chatgpt,chatgpt-200-1_080,significance testing,testing,NN,NA,51,52,52,2,1,0
chatgpt,chatgpt-200-1_080,regions or countries with higher levels of renewable energy adoption,regions,NA,CC,56,65,56,10,0,9
chatgpt,chatgpt-200-1_080,significant reductions in carbon emissions,reductions,JJ,IN,67,71,68,5,1,3
chatgpt,chatgpt-200-1_080,those with lower adoption rates,those,NA,IN,74,78,74,5,0,4
chatgpt,chatgpt-200-1_080,The findings of this study,findings,DT,IN,80,84,81,5,1,3
chatgpt,chatgpt-200-1_080,insights into the effectiveness of renewable energy in mitigating climate change,insights,NA,IN,87,97,87,11,0,10
chatgpt,chatgpt-200-1_080,policymakers,policymakers,NA,NA,100,100,100,1,0,0
chatgpt,chatgpt-200-1_080,sustainable energy transition,transition,NN,NA,103,105,105,3,2,0
chatgpt,chatgpt-200-1_081,recent years,years,JJ,NA,2,3,3,2,1,0
chatgpt,chatgpt-200-1_081,the emergence of e-commerce,emergence,DT,IN,5,10,6,5,1,3
chatgpt,chatgpt-200-1_081,the retail landscape,landscape,JJ,NA,13,15,15,3,2,0
chatgpt,chatgpt-200-1_081,online shopping,shopping,JJ,NA,18,19,19,2,1,0
chatgpt,chatgpt-200-1_081,This research project,project,NN,NA,24,26,26,3,2,0
chatgpt,chatgpt-200-1_081,the impact of online customer reviews on purchase decisions,impact,DT,IN,30,38,31,9,1,7
chatgpt,chatgpt-200-1_081,we,we,NA,NA,42,42,42,1,0,0
chatgpt,chatgpt-200-1_081,"the relationship between review ratings, review sentiment, and consumer behavior",relationship,DT,IN,45,56,46,10,1,8
chatgpt,chatgpt-200-1_081,a diverse dataset of customer reviews and purchase data,dataset,JJ,IN,60,68,62,9,2,6
chatgpt,chatgpt-200-1_081,we,we,NA,NA,70,70,70,1,0,0
chatgpt,chatgpt-200-1_081,significance testing,testing,NN,NA,73,74,74,2,1,0
chatgpt,chatgpt-200-1_081,positive or negative reviews,reviews,JJ,NA,78,81,81,4,3,0
chatgpt,chatgpt-200-1_081,a stronger influence on consumer decision-making,influence,JJR,IN,83,90,85,7,2,4
chatgpt,chatgpt-200-1_081,The findings of this study,findings,DT,IN,92,96,93,5,1,3
chatgpt,chatgpt-200-1_081,a deeper understanding of the role of online reviews in shaping consumer perceptions and inform businesses on how to effectively leverage customer feedback to enhance sales and customer satisfaction,understanding,JJR,IN,100,128,102,29,2,26
chatgpt,chatgpt-200-1_082,Financial markets,markets,JJ,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_082,a crucial role in economic growth and stability,role,JJ,IN,4,11,6,8,2,5
chatgpt,chatgpt-200-1_082,This research project,project,NN,NA,13,15,15,3,2,0
chatgpt,chatgpt-200-1_082,the relationship between investor sentiment and stock market volatility,relationship,DT,IN,19,27,20,9,1,7
chatgpt,chatgpt-200-1_082,sentiment indicators,indicators,NN,NA,31,32,32,2,1,0
chatgpt,chatgpt-200-1_082,we,we,NA,NA,44,44,44,1,0,0
chatgpt,chatgpt-200-1_082,significance testing,testing,NN,NA,47,48,48,2,1,0
chatgpt,chatgpt-200-1_082,shifts in investor sentiment,shifts,NA,IN,52,55,52,4,0,3
chatgpt,chatgpt-200-1_082,increased stock market volatility,volatility,NN,NA,58,61,61,4,3,0
chatgpt,chatgpt-200-1_082,The findings of this study,findings,DT,IN,63,67,64,5,1,3
chatgpt,chatgpt-200-1_082,"insights into the behavioral aspects of financial markets and their impact on market dynamics, aiding investors and financial institutions in managing risk and making informed investment decisions",insights,NA,IN,70,97,70,27,0,26
chatgpt,chatgpt-200-1_083,Artificial intelligence,intelligence,JJ,NA,1,5,2,2,1,0
chatgpt,chatgpt-200-1_083,"various aspects of society, including healthcare",aspects,JJ,IN,11,17,12,6,1,4
chatgpt,chatgpt-200-1_083,This research project,project,NN,NA,19,21,21,3,2,0
chatgpt,chatgpt-200-1_083,the impact of AI applications in healthcare on patient outcomes,impact,DT,IN,25,34,26,10,1,8
chatgpt,chatgpt-200-1_083,patient data and AI utilization statistics,data,JJ,CC,38,43,39,6,1,4
chatgpt,chatgpt-200-1_083,we,we,NA,NA,45,45,45,1,0,0
chatgpt,chatgpt-200-1_083,significance testing,testing,NN,NA,48,49,49,2,1,0
chatgpt,chatgpt-200-1_083,AI-assisted diagnostics or treatments,diagnostics,VBN,CC,53,58,56,5,2,2
chatgpt,chatgpt-200-1_083,improved patient outcomes,outcomes,JJ,NA,61,63,63,3,2,0
chatgpt,chatgpt-200-1_083,traditional approaches,approaches,JJ,NA,66,67,67,2,1,0
chatgpt,chatgpt-200-1_083,The findings of this study,findings,DT,IN,69,73,70,5,1,3
chatgpt,chatgpt-200-1_083,valuable insights,insights,JJ,NA,76,77,77,2,1,0
chatgpt,chatgpt-200-1_083,the potential benefits and limitations of AI in healthcare,benefits,JJ,CC,79,87,81,9,2,6
chatgpt,chatgpt-200-1_083,healthcare professionals,professionals,NN,NA,90,91,91,2,1,0
chatgpt,chatgpt-200-1_083,AI technologies,technologies,NNP,NA,94,95,95,2,1,0
chatgpt,chatgpt-200-1_083,improved patient care,care,JJ,NA,98,100,100,3,2,0
chatgpt,chatgpt-200-1_084,Environmental sustainability,sustainability,JJ,NA,1,2,2,2,1,0
chatgpt,chatgpt-200-1_084,a global priority,priority,JJ,NA,4,6,6,3,2,0
chatgpt,chatgpt-200-1_084,businesses,businesses,NA,NA,9,9,9,1,0,0
chatgpt,chatgpt-200-1_084,a critical role in addressing environmental challenges,role,JJ,IN,11,17,13,7,2,4
chatgpt,chatgpt-200-1_084,This research project,project,NN,NA,19,21,21,3,2,0
chatgpt,chatgpt-200-1_084,the impact of corporate sustainability practices on brand reputation and consumer perception,impact,DT,IN,25,36,26,12,1,10
chatgpt,chatgpt-200-1_084,"consumer surveys, sustainability performance data, and brand reputation indicators",surveys,NN,NN,40,50,41,9,1,7
chatgpt,chatgpt-200-1_084,we,we,NA,NA,52,52,52,1,0,0
chatgpt,chatgpt-200-1_084,significance testing,testing,NN,NA,55,56,56,2,1,0
chatgpt,chatgpt-200-1_084,companies with strong sustainability practices,companies,NA,IN,60,64,60,5,0,4
chatgpt,chatgpt-200-1_084,a positive brand reputation,reputation,NN,NA,66,69,69,4,3,0
chatgpt,chatgpt-200-1_084,consumers,consumers,NA,NA,75,75,75,1,0,0
chatgpt,chatgpt-200-1_084,those with weaker sustainability commitments,those,NA,IN,78,82,78,5,0,4
chatgpt,chatgpt-200-1_084,The findings of this study,findings,DT,IN,84,88,85,5,1,3
chatgpt,chatgpt-200-1_084,insights into the business case for sustainability,insights,NA,IN,91,97,91,7,0,6
